anchor_id,benchmark_id,duration_ms,duration_ns,metadata,observed_at_utc,repetition_index,run_id,seed,session_id,session_mode,stage,warmup,workload_size
1,reviewer3_performance_final,1.4625,1462500,{},2026-08-01T14:07:21.897461Z,6,reviewer3_performance_final_n0050_r06_seed47,47,,all,chain_anchor_database_update,False,50
1,reviewer3_performance_final,26.259792,26259792,{},2026-08-01T14:07:21.926406Z,6,reviewer3_performance_final_n0050_r06_seed47,47,,all,chain_read_verification,False,50
1,reviewer3_performance_final,29.310208,29310208,{},2026-08-01T14:07:22.148477Z,1,reviewer3_performance_final_n0010_r01_seed42,42,,all,chain_send_command,False,10
1,reviewer3_performance_final,41.306375,41306375,{},2026-08-01T14:07:22.190059Z,1,reviewer3_performance_final_n0010_r01_seed42,42,,all,chain_receipt_query,False,10
1,reviewer3_performance_final,79.165792,79165792,{},2026-08-01T14:07:22.198323Z,1,reviewer3_performance_final_n0010_r01_seed42,42,,all,chain_publication_total,False,10
1,reviewer3_performance_final,4.543042,4543042,{},2026-08-01T14:07:22.202918Z,1,reviewer3_performance_final_n0010_r01_seed42,42,,all,chain_anchor_database_update,False,10
1,reviewer3_performance_final,33.530375,33530375,{},2026-08-01T14:07:22.245071Z,1,reviewer3_performance_final_n0010_r01_seed42,42,,all,chain_read_verification,False,10
1,reviewer3_performance_final,31.2975,31297500,{},2026-08-01T14:07:23.089721Z,8,reviewer3_performance_final_n0100_r08_seed49,49,,all,chain_send_command,False,100
1,reviewer3_performance_final,23.590875,23590875,{},2026-08-01T14:07:23.113409Z,8,reviewer3_performance_final_n0100_r08_seed49,49,,all,chain_receipt_query,False,100
1,reviewer3_performance_final,57.356125,57356125,{},2026-08-01T14:07:23.115763Z,8,reviewer3_performance_final_n0100_r08_seed49,49,,all,chain_publication_total,False,100
1,reviewer3_performance_final,1.390584,1390584,{},2026-08-01T14:07:23.117202Z,8,reviewer3_performance_final_n0100_r08_seed49,49,,all,chain_anchor_database_update,False,100
1,reviewer3_performance_final,26.728875,26728875,{},2026-08-01T14:07:23.146327Z,8,reviewer3_performance_final_n0100_r08_seed49,49,,all,chain_read_verification,False,100
1,reviewer3_performance_final,27.258417,27258417,{},2026-08-01T14:07:27.194480Z,2,reviewer3_performance_final_n0500_r02_seed43,43,,all,chain_send_command,False,500
1,reviewer3_performance_final,22.322666,22322666,{},2026-08-01T14:07:27.216906Z,2,reviewer3_performance_final_n0500_r02_seed43,43,,all,chain_receipt_query,False,500
1,reviewer3_performance_final,51.673417,51673417,{},2026-08-01T14:07:27.218868Z,2,reviewer3_performance_final_n0500_r02_seed43,43,,all,chain_publication_total,False,500
1,reviewer3_performance_final,1.291541,1291541,{},2026-08-01T14:07:27.220198Z,2,reviewer3_performance_final_n0500_r02_seed43,43,,all,chain_anchor_database_update,False,500
1,reviewer3_performance_final,29.369667,29369667,{},2026-08-01T14:07:27.252082Z,2,reviewer3_performance_final_n0500_r02_seed43,43,,all,chain_read_verification,False,500
1,reviewer3_performance_final,29.505208,29505208,{},2026-08-01T14:07:28.105300Z,7,reviewer3_performance_final_n0050_r07_seed48,48,,all,chain_send_command,False,50
1,reviewer3_performance_final,23.569041,23569041,{},2026-08-01T14:07:28.129005Z,7,reviewer3_performance_final_n0050_r07_seed48,48,,all,chain_receipt_query,False,50
1,reviewer3_performance_final,55.409542,55409542,{},2026-08-01T14:07:28.131163Z,7,reviewer3_performance_final_n0050_r07_seed48,48,,all,chain_publication_total,False,50
1,reviewer3_performance_final,1.4045,1404500,{},2026-08-01T14:07:28.132610Z,7,reviewer3_performance_final_n0050_r07_seed48,48,,all,chain_anchor_database_update,False,50
1,reviewer3_performance_final,26.271583,26271583,{},2026-08-01T14:07:28.161435Z,7,reviewer3_performance_final_n0050_r07_seed48,48,,all,chain_read_verification,False,50
1,reviewer3_performance_final,27.916333,27916333,{},2026-08-01T14:07:28.371555Z,6,reviewer3_performance_final_n0010_r06_seed47,47,,all,chain_send_command,False,10
1,reviewer3_performance_final,21.983084,21983084,{},2026-08-01T14:07:28.393642Z,6,reviewer3_performance_final_n0010_r06_seed47,47,,all,chain_receipt_query,False,10
1,reviewer3_performance_final,52.092333,52092333,{},2026-08-01T14:07:28.395678Z,6,reviewer3_performance_final_n0010_r06_seed47,47,,all,chain_publication_total,False,10
1,reviewer3_performance_final,1.341458,1341458,{},2026-08-01T14:07:28.397093Z,6,reviewer3_performance_final_n0010_r06_seed47,47,,all,chain_anchor_database_update,False,10
1,reviewer3_performance_final,26.408,26408000,{},2026-08-01T14:07:28.425852Z,6,reviewer3_performance_final_n0010_r06_seed47,47,,all,chain_read_verification,False,10
1,reviewer3_performance_final,29.78375,29783750,{},2026-08-01T14:07:29.256551Z,1,reviewer3_performance_final_n0100_r01_seed42,42,,all,chain_send_command,False,100
1,reviewer3_performance_final,22.789375,22789375,{},2026-08-01T14:07:29.279461Z,1,reviewer3_performance_final_n0100_r01_seed42,42,,all,chain_receipt_query,False,100
1,reviewer3_performance_final,54.53225,54532250,{},2026-08-01T14:07:29.281280Z,1,reviewer3_performance_final_n0100_r01_seed42,42,,all,chain_publication_total,False,100
1,reviewer3_performance_final,0.961,961000,{},2026-08-01T14:07:29.282277Z,1,reviewer3_performance_final_n0100_r01_seed42,42,,all,chain_anchor_database_update,False,100
1,reviewer3_performance_final,26.210792,26210792,{},2026-08-01T14:07:29.310629Z,1,reviewer3_performance_final_n0100_r01_seed42,42,,all,chain_read_verification,False,100
1,reviewer3_performance_final,26.893833,26893833,{},2026-08-01T14:07:33.323270Z,10,reviewer3_performance_final_n0500_r10_seed51,51,,all,chain_send_command,False,500
1,reviewer3_performance_final,21.457709,21457709,{},2026-08-01T14:07:33.344852Z,10,reviewer3_performance_final_n0500_r10_seed51,51,,all,chain_receipt_query,False,500
1,reviewer3_performance_final,50.352417,50352417,{},2026-08-01T14:07:33.346706Z,10,reviewer3_performance_final_n0500_r10_seed51,51,,all,chain_publication_total,False,500
1,reviewer3_performance_final,2.114334,2114334,{},2026-08-01T14:07:33.348855Z,10,reviewer3_performance_final_n0500_r10_seed51,51,,all,chain_anchor_database_update,False,500
1,reviewer3_performance_final,26.626,26626000,{},2026-08-01T14:07:33.377574Z,10,reviewer3_performance_final_n0500_r10_seed51,51,,all,chain_read_verification,False,500
1,reviewer3_performance_final,28.365167,28365167,{},2026-08-01T14:07:34.743966Z,10,reviewer3_performance_final_n0100_r10_seed51,51,,all,chain_send_command,False,100
1,reviewer3_performance_final,21.969458,21969458,{},2026-08-01T14:07:34.766075Z,10,reviewer3_performance_final_n0100_r10_seed51,51,,all,chain_receipt_query,False,100
1,reviewer3_performance_final,52.648583,52648583,{},2026-08-01T14:07:34.768191Z,10,reviewer3_performance_final_n0100_r10_seed51,51,,all,chain_publication_total,False,100
1,reviewer3_performance_final,1.717958,1717958,{},2026-08-01T14:07:34.769957Z,10,reviewer3_performance_final_n0100_r10_seed51,51,,all,chain_anchor_database_update,False,100
1,reviewer3_performance_final,25.941166,25941166,{},2026-08-01T14:07:34.798149Z,10,reviewer3_performance_final_n0100_r10_seed51,51,,all,chain_read_verification,False,100
1,reviewer3_performance_final,28.942959,28942959,{},2026-08-01T14:07:35.383590Z,4,reviewer3_performance_final_n0050_r04_seed45,45,,all,chain_send_command,False,50
1,reviewer3_performance_final,21.398625,21398625,{},2026-08-01T14:07:35.405124Z,4,reviewer3_performance_final_n0050_r04_seed45,45,,all,chain_receipt_query,False,50
1,reviewer3_performance_final,52.530458,52530458,{},2026-08-01T14:07:35.407168Z,4,reviewer3_performance_final_n0050_r04_seed45,45,,all,chain_publication_total,False,50
1,reviewer3_performance_final,1.316,1316000,{},2026-08-01T14:07:35.408523Z,4,reviewer3_performance_final_n0050_r04_seed45,45,,all,chain_anchor_database_update,False,50
1,reviewer3_performance_final,26.485584,26485584,{},2026-08-01T14:07:35.437285Z,4,reviewer3_performance_final_n0050_r04_seed45,45,,all,chain_read_verification,False,50
1,reviewer3_performance_final,29.199625,29199625,{},2026-08-01T14:07:39.735933Z,8,reviewer3_performance_final_n0500_r08_seed49,49,,all,chain_send_command,False,500
1,reviewer3_performance_final,21.746042,21746042,{},2026-08-01T14:07:39.757785Z,8,reviewer3_performance_final_n0500_r08_seed49,49,,all,chain_receipt_query,False,500
1,reviewer3_performance_final,53.570792,53570792,{},2026-08-01T14:07:39.760281Z,8,reviewer3_performance_final_n0500_r08_seed49,49,,all,chain_publication_total,False,500
1,reviewer3_performance_final,0.984166,984166,{},2026-08-01T14:07:39.761333Z,8,reviewer3_performance_final_n0500_r08_seed49,49,,all,chain_anchor_database_update,False,500
1,reviewer3_performance_final,31.825459,31825459,{},2026-08-01T14:07:39.795078Z,8,reviewer3_performance_final_n0500_r08_seed49,49,,all,chain_read_verification,False,500
1,reviewer3_performance_final,27.608291,27608291,{},2026-08-01T14:07:41.121423Z,2,reviewer3_performance_final_n0100_r02_seed43,43,,all,chain_send_command,False,100
1,reviewer3_performance_final,22.515666,22515666,{},2026-08-01T14:07:41.144039Z,2,reviewer3_performance_final_n0100_r02_seed43,43,,all,chain_receipt_query,False,100
1,reviewer3_performance_final,52.455541,52455541,{},2026-08-01T14:07:41.146257Z,2,reviewer3_performance_final_n0100_r02_seed43,43,,all,chain_publication_total,False,100
